Text,Intent
اکنون چراغ‌ها را خاموش کن,iot_hue_lightoff
لامپ اتاق کوچک را خاموش کن,iot_hue_lightoff
لامپ ایوان را خاموش کن,iot_hue_lightoff
لامپ‌ها را خاموش کن,iot_hue_lightoff
لامپ ها را خاموش کن,iot_hue_lightoff
استفاده از لامپ‌ها را قطع کنید,iot_hue_lightoff
چراغ‌های دفتر کار را خاموش کن,iot_hue_lightoff
لامپ‌ها را خاموش کن,iot_hue_lightoff
چراغ‌های اتاق خواب من را خاموش کن,iot_hue_lightoff
هیچ نوری توی آشپزخانه نباشه,iot_hue_lightoff
لامپ ها را به وسط عوض کن,iot_hue_lightoff
لطفا لامپ ها را پاسیو خاموش کن,iot_hue_lightoff
لطفا لامپ حمام را خاموش کن,iot_hue_lightoff
آیا می‌توانی چراغ‌ها را خاموش کنی,iot_hue_lightoff
لامپ ها را در آشپزخانه خاموش کن,iot_hue_lightoff
لامپ بالای سر را خاموش کن,iot_hue_lightoff
لامپ ها در آشپزخانه را خاموش کن,iot_hue_lightoff
چراغ‌ها را خاموش کن,iot_hue_lightoff
لامپ‌ها روشن را خاموش کن,iot_hue_lightoff
لامپ اتاق هال را خاموش کن,iot_hue_lightoff
علی لامپ ها ی اتاق هال را خاموش کن,iot_hue_lightoff
سارا لطفا لامپ‌های حمام را خاموش کن,iot_hue_lightoff
لطفا لامپ‌ها را خاموش کن,iot_hue_lightoff
علی لطفا لامپ ها را خاموش کن,iot_hue_lightoff
آیا من لامپ را در گاراژ روشن ماندم,iot_hue_lightoff
لامپ ایوان را خاموش کن,iot_hue_lightoff
لامپ های اتاق خواب را در ساعت نه و نیم شب خاموش کن,iot_hue_lightoff
لطفا لامپ ها را خاموش کن,iot_hue_lightoff
لامپ را خاموش کن,iot_hue_lightoff
میشه لطفا چراغ اتاق خواب من رو خاموش کنی,iot_hue_lightoff
لامپ کمد لباس را خاموش کن,iot_hue_lightoff
آلی لامپ ها را خاموش کن,iot_hue_lightoff
لامپ کنار تخت مرا خاموش کن,iot_hue_lightoff
جریان برق را قطع کن,iot_hue_lightoff
روشنایی را خاموش کن,iot_hue_lightoff
آیا می‌توانی لامپ روی میز را خاموش کنی,iot_hue_lightoff
آن لامپ میز تحریر را خاموش کن,iot_hue_lightoff
لطفا لامپ‌های اتاق خواب را خاموش کن,iot_hue_lightoff
چراغ‌های اتاق خواب را خاموش کن,iot_hue_lightoff
لامپ ها را خاموش کن,iot_hue_lightoff
اینجا خیلی روشن است می توانی یک لامپ را خاموش کنی,iot_hue_lightoff
لطفا لامپ سالن نقاشی را خاموش کن,iot_hue_lightoff
لطفا چراغ‌های حمام را خاموش کن,iot_hue_lightoff
لامپ اتاق را خاموش کن,iot_hue_lightoff
مرا جمعه ساعت نه صبح بیدار کن,alarm_set
یک زنگ هشدار را برای دو ساعت دیگر تنظیم کن,alarm_set
زنگ هشدار را برای دوازده تنظیم کن,alarm_set
چهل دقیقه‌ی دیگر زنگ هشدار را تنظیم کن,alarm_set
زنگ هشدار را برای ساعت هشت هر روز هفته تنظیم کن,alarm_set
زنگ هشدار ده صبح را تنظیم کن,alarm_set
یک هشدار برای ساعت چهار بعدازظهر تنظیم کن,alarm_set
olly در ساعت سه بعدازظهر به من هشدار بده که به کنسرت بروم,alarm_set
ساعت سه بعدازظهر برای رفتن به کنسرت به من هشدار بده,alarm_set
یک زنگ برای ساعت هشت صبح من تنظیم کن,alarm_set
یک زنگ هشدار برای ساعت چهار بعدازظهر بساز,alarm_set
برای من ساعت هشت و چهل و پنج صبح زنگ بیداری را بساز,alarm_set
من به یک زنگ هشدار یادآوری در ساعت یک نیاز دارم,alarm_set
زنگ ساعت را برای نه صبح روشن کن,alarm_set
زنگ هشدار را برای شروع تنظیم کن,alarm_set
زنگ هشدار را تغییر بده تا از نیمه شب زنگ بخورد,alarm_set
لطفا زنگ هشدار را برای صبح روز بعد روی هفت صبح تنظیم کن,alarm_set
یک زنگ هشدار برای ساعت چهار صبح فردا ایجاد کن,alarm_set
یک زنگ هشدار تنظیم کن تا بعد از پنج ساعت بیدارم کند,alarm_set
برای بیدار شدن من بعد از سه ساعت زنگ هشداری تنظیم کن,alarm_set
زنگ هشدار من را تنظیم کن لطفا,alarm_set
زنگ هشدار را برای راس ساعت پنج صبح تنظیم کن,alarm_set
زنگ هشدار من را فردا ساعت شش و نیم صبح تنظیم کن,alarm_set
من می‌خواهم زنگ هشدار برای ساعت شش تنظیم شود,alarm_set
هشدار بگذار در,alarm_set
زنگ هشدار در پنج و نیم صبح تنظیم کن,alarm_set
زنگ هشدار ساعت پنج صبح را بگذار,alarm_set
زمان را تنظیم کن,alarm_set
تن زنگ هشدار را تنظیم کن,alarm_set
زنگ هشدار هر سه شنبه اسفند ماه را هشت صبح تنظیم کن,alarm_set
زنگ هشدار تمام هفته را ساعت ده صبح در ماه فروردین تنظیم کن,alarm_set
لطفا یک هشدار در پنج بعدازظهر تنظیم کن,alarm_set
من را ساعت شش صبح بیدار کن,alarm_set
ساعت پنج صبح زنگ بزن,alarm_set
زنگ هشدار پنج صبح را تنظیم کن,alarm_set
نیم ساعت بعد از زمان صرف غذای من زنگ هشدار تنظیم کن,alarm_set
زنگ ساعت من را برای فردا شش صبح تنظیم کن,alarm_set
هشدار را باز کن,alarm_set
یک زنگ هشدار بساز,alarm_set
یک زنگ هشدار بگذار,alarm_set
یک زنگ هشدار تنظیم کن,alarm_set
ساعت چهار صبح بیدارم کن,alarm_set
زنگ هشدار برای ده صبح,alarm_set
از امروز ساعت هشت صبح برای دوازده هفته‌ی دیگر زنگ ساعت را تنظیم کن,alarm_set
زنگ هشدار را برای شش صبح فردا تنظیم کن,alarm_set
یک زنگ هشدار بگذار و فردا صبح ساعت شش صبح مرا بیدار کن,alarm_set
یک هشدار برای ساعت تنظیم کن,alarm_set
زنگ هشدار من را برای زمان تنظیم کن,alarm_set
زنگ هشدار تنظیم شده برای ساعت,alarm_set
زنگ هشدار من را برای سه شنبه ساعت شش بعدازظهر تنظیم کن,alarm_set
من باید زنگ هشدار جمعه آینده را در ظهر تنظیم کنم,alarm_set
نیاز به تنظیم یک زنگ هشدار برای یکشنبه در ساعت پنج صبح است,alarm_set
برای فردا ساعت پنج صبح من آلارم بگذار,alarm_set
زنگ هشدار را برای دو ساعت دیگر تنظیم کن,alarm_set
برای یک ساعت دیگر زنگ هشدار تنظیم کن,alarm_set
پنج و نیم بیدارم کن,alarm_set
زنگ هشدار برای ساعت پنج و نیم تنظیم کن,alarm_set
من باید فردا ساعت هشت صبح بروم سی دقیقه قبل از آن زنگ هشدار را تنظیم کن,alarm_set
علی فردا یک ایمیل به من خواهد فرستاد لطفاً پانزده دقیقه پس از دریافت آن ایمیل زنگ هشدار را تنظیم کن,alarm_set
اگر بسته من وقت تحویل را فردا نشان میدهد زنگ هشدار را برای یک ساعت بعد آن تنظیم کن,alarm_set
لطفا برای هفت و سی صبح فردا زنگ هشدار بگذار,alarm_set
من می‌خواهم برای این شنبه ساعت ده زنگ هشدار تنظیم شود,alarm_set
یک زنگ هشدار برای ساعت هشت صبح سه شنبه آینده تنظیم کن,alarm_set
در این زمان مرا بیدار کن,alarm_set
زنگ ساعت را برای شش صبح هر روز تنظیم کن,alarm_set
زنگ ساعت را برای فردا صبح ساعت شش صبح تنظیم کن,alarm_set
زنگ هشدار را برای ظهر فردا تنظیم کن,alarm_set
زنگ هشدار شانزدهم خرداد هزار و سیصد و نود و شش را ساعت پنج صبح تنظیم کن,alarm_set
برای فردا ساعت هفت بعدازظهر برای من زنگ هشدار بگذار,alarm_set
من به یک زنگ ساعت هشت صبح برای یکشنبه نیاز دارم لطفاً یک زنگ برای من تنظیم کن,alarm_set
لطفا زنگ هشدار را برای هشت شب چهارشنبه تنظیم کن,alarm_set
ساعت هفت صبح فردا زنگ هشدار می‌زند,alarm_set
زنگ ساعت را برای هشت صبح تنظیم کن,alarm_set
من به زنگ هشدار ساعت نه شب نیاز دارم,alarm_set
تنظیمات هشدار را عوض کن,alarm_set
وقتی ده شد بهم خبر بده,alarm_set
لطفاً برای ساعت هفت صبح فردا یک زنگ تنظیم کن,alarm_set
فردا ساعت هفت صبح برایم هشدار بیداری بفرست,alarm_set
در صبح مرا بیدار کن,alarm_set
مرا به تنظیم زنگ هشدار ببر,alarm_set
من باید ساعت هفت صبح بیدار شوم,alarm_set
آیا زنگ هشدار من برای هفت صبح تنظیم شده است,alarm_set
زنگ ساعت را برای هفت صبح تنظیم کن,alarm_set
زنگ هشدار برای صبح بگذار,alarm_set
زنگ هشدار برای پنج بعدازظهر ایجاد کن,alarm_set
olly من به یک زنگ هشدار برای فردا ساعت پنج و نیم صبح نیاز دارم,alarm_set
گوگل زنگ هشدار من را تنظیم کن تا یک ساعت دیگر خاموش شود,alarm_set
من را ساعت هفت صبح بیدار کن,alarm_set
من به یک زنگ بیداری ساعت شش صبح نیاز دارم,alarm_set
زنگ هشدار را برای نه صبح تنظیم کن,alarm_set
لطفا یک زنگ هشدار برای من تنظیم کن,alarm_set
برای فردا برای من زنگ هشدار تنظیم کن,alarm_set
من به شما نیاز دارم که یک زنگ هشدار تنظیم کنی,alarm_set
می‌توانی برای من زنگ هشدار تنظیم کنی,alarm_set
زنگ هشدار را برای نه شب تنظیم کن,alarm_set
زمان آلارم‌های منو به ساعت تهران تغییر بده,alarm_set
لطفا مرا ساعت هشت صبح بیدار کن,alarm_set
ساعت من را برای هشت صبح تنظیم کن,alarm_set
ساعت هشت صبح به من هشدار بده,alarm_set
لطفا یک زنگ هشدار ساعت شش صبح تنظیم کن,alarm_set
می‌توانی لطفا یک هشدار در شش صبح تنظیم کنی,alarm_set
من فردا باید زنگ ساعت دوازده ظهر را تنظیم کنم تا به من یادآوری کند که داروهایم را مصرف کنم,alarm_set
لطفا ساعت زنگدار من را برای هشت صبح تنظیم کن,alarm_set
من به یک زنگ هشدار ساعت هشت صبح نیاز دارم,alarm_set
مرا ساعت نه صبح بیدار کن,alarm_set
زنگ هشدار من را پانزده دقیقه به تعویق بینداز,alarm_set
یک زنگ هشدار برای ساعت هفت و نیم صبح تنظیم کن,alarm_set
مرا ساعت هشت تمام بیدار کن,alarm_set
ساعت شش و نیم بعدازظهر را به من یادآوری کن,alarm_set
یک آلارم برای یک ساعت دیگر تنظیم کن,alarm_set
برای پنج‌شنبه ساعت هفت بعدازظهر زنگ هشدار تنظیم کن,alarm_set
آیا می توانی یک زنگ ساعت برای هفت صبح تنظیم کنی,alarm_set
در ساعت پنج بعدازظهر به من یادآوری کن,alarm_set
یادآور,alarm_set
لطفا ما زنگ هشدار زیر هستیم,alarm_set
زنگ ساعت را برای هشت صبح فردا تنظیم کن,alarm_set
برای فردا دوشنبه ساعت هشت صبح زنگ بزنید,alarm_set
زنگ هشدار را برای نه صبح در تعطیلات آخر هفته تنظیم کن,alarm_set
زنگ هشدار نه شب را در پنج‌شنبه شب تنظیم کن,alarm_set
ساعت شش و نیم مرا بیدار کن,alarm_set
زنگ هشدار تنظیم کن,alarm_set
زنگ هشدار را برای هشت بعدازظهر تنظیم کن,alarm_set
می‌توانی آلارم من را تنظیم کنی,alarm_set
به جای زنگ نه شب من یک زنگ ساعت پنج صبح اضافه کن,alarm_set
اولین زنگ هشدار برنامه‌ریزی شده من را روشن کن,alarm_set
زمان هشدار برای دوازده ظهر,alarm_set
من به یک زنگ هشدار نیاز دارم,alarm_set
زنگ جدید را در پنج صبح تنظیم کن,alarm_set
لطفا یک زنگ هشدار جدید ایجاد کن,alarm_set
هشدار شش صبح لطفا,alarm_set
یک زنگ هشدار برای شش صبح ایجاد کن,alarm_set
ساعت شش صبح به من زنگ بزن,alarm_set
من می‌خواهم ساعت شش صبح بیدار شوم,alarm_set
می‌توانی زنگ هشدار من را برای هفت و سی صبح تنظیم کنی,alarm_set
لطفا مرا ساعت هفت و نیم صبح بیدار کن,alarm_set
لطفاً یک زنگ هشدار مستمر بدون گزینه چرت زدن برای هفت صبح تنظیم کن,alarm_set
تنظیم زنگ هشدار,alarm_set
زنگ ساعت را برای پنج صبح تنظیم کن,alarm_set
زنگ هشدار من را برای شش صبح تنظیم کن,alarm_set
لطفا ترتیبی بده که من را ساعت سه صبح از خواب بیدار کنی,alarm_set
زنگ هشدار من را روشن کن,alarm_set
یک زنگ هشدار در ساعت دو صبح تنظیم کن,alarm_set
من را ساعت هفت صبح بیدار کن,alarm_set
هشدار پنج بعدازظهر,alarm_set
در یک ساعت زنگ هشدار تنظیم کن,alarm_set
لطفا زنگ هشدار را روی موبایل من تنظیم کن,alarm_set
لطفا زنگ هشدار را برای امروز تنظیم کن,alarm_set
لطفا برای تمام روز زنگ هشدار تنظیم کن,alarm_set
ساعت پنج و نیم مرا بیدار کن,alarm_set
لطفا ساعت ده صبح به من هشدار بده,alarm_set
هشدار را باز کن و یک زنگ هشدار برای ده صبح ایجاد کن,alarm_set
من هر روز یک زنگ هشدار در ساعت شش صبح می‌خواهم,alarm_set
دو ساعت قبل از شروع کلاس‌ها برای کلاس‌های رقص یک زنگ هشدار تنظیم کن,alarm_set
یک زنگ هشدار برای چهارشنبه ظهر تنظیم کن تا بتوانم برای فتوشاپ ثبت نام کنم,alarm_set
جمعه ساعت پنج صبح مرا بیدار کن من باید به قطار برسم,alarm_set
یک زنگ برای ساعت ده صبح فردا تنظیم کن و آن را به عنوان جلسه علامت گذاری کن,alarm_set
لطفا یک ساعت زنگ دار را برای جلسه بعدی من با تیم در ساعت سه بعدازظهر جمعه آینده تنظیم کن,alarm_set
زنگ یادآوری را برای جلسه من با نماینده امروز عصر تنظیم کن,alarm_set
لطفا یک زنگ یادآور برای سه بعدازظهر روز شنبه تنظیم کن,alarm_set
لطفاً یک زنگ یادآوری برای جلسه ساعت پنج بعدازظهر من تنظیم کن,alarm_set
زنگ ساعت را برای کار روی هفت صبح تنظیم کن,alarm_set
یک زنگ هشدار برای نوزدهم آبان برای ساعت تنظیم کن,alarm_set
هشدار را تکرار کن,alarm_set
زنگ هشدار را برای تمرین فوتبال صبح شنبه در ساعت هشت تنظیم کن,alarm_set
لطفا برای جلسه فردا ساعت هفت صبح زنگ هشدار بگذار,alarm_set
لطفا برای جلسه فردا ساعت هفت صبح زنگ هشدار بگذار,alarm_set
مرا هر روز هفته ساعت هفت صبح بیدار کن,alarm_set
برای امروز ساعت هشت شب زنگ هشدار تنظیم کن,alarm_set
آیا ساعت زنگ دار را یک روز قبل برای تمام کلاس‌های باشگاه در تقویم من تنظیم می‌کنی,alarm_set
یک تایمر را در ساعت پنج صبح هفت روز هفته تنظیم کن,alarm_set
لطفا سه ساعت قبل از یک رویداد برنامه‌ریزی شده زنگ هشدار را به صدا دربیاور,alarm_set
رویداد با زنگ هشدار برای جلسه ظرف دو ساعت ایجاد کن,alarm_set
زنگ هشدار را برای فردا ساعت دو بعدازظهر تنظیم کن,alarm_set
یک زنگ هشدار برای ساعت دو بعدازظهر تنظیم کن,alarm_set
برای یادآور زنگ هشدار بگذار,alarm_set
برای وقت دندانپزشکی هفته‌ی آینده یک زنگ هشدار تنظیم کن,alarm_set
برای جلسه سه شنبه‌های بعدی زنگ هشدار تنظیم کن,alarm_set
برای این جلسه زنگ هشدار بگذار,alarm_set
زنگ هشدار اضافه کن,alarm_set
برای ساعت پنج بعدازظهر روز سه شنبه زنگ هشدار ایجاد کن,alarm_set
زنگ هشدار پنج بعدازظهر سه شنبه,alarm_set
زنگ هشدار را برای یادآوری این رویداد تنظیم کن که ده بار تکرار شود,alarm_set
این هفته ساعت پنج صبح بیدارم کن,alarm_set
پنج‌شنبه هفت صبح ساعت بیدارباش بگذار,alarm_set
زنگ هشدار را برای نه صبح تنظیم کن,alarm_set
لطفا ساعت هشت صبح شنبه آینده زنگ بیداری را بزن,alarm_set
یک هشدار برای هشت صبح تنظیم کن,alarm_set
زنگ ساعت من را برای هفت صبح تنظیم کن,alarm_set
زنگ هشدار صبح من را روشن کن,alarm_set
زنگ ساعت فقط صبح دوشنبه شش صبح را تنظیم کن,alarm_set
من را ساعت پنج صبح بیدار کن,alarm_set
زنگ ساعت شش و نیم صبح را تنظیم کن,alarm_set
مرا بیدار کن,alarm_set
برای فردا ساعت شش صبح زنگ هشدار تنظیم کن,alarm_set
نیم ساعت دیگه بیدارم کن,alarm_set
برای فردا ساعت شش صبح یک زنگ هشدار اضافه کن,alarm_set
لطفا زنگ ساعت را برای جمعه آینده ساعت شش و نیم صبح تنظیم کن,alarm_set
یک زنگ هشدار جدید برای آن زمان تنظیم کن,alarm_set
لطفا زنگ هشدار من را برای پنج بعدازظهر تنظیم کن,alarm_set
من به یک زنگ هشدار برای پنج و نیم صبح فردا نیاز دارم,alarm_set
امروز برای ساعت سه زنگ هشدار می‌خواهم,alarm_set
مرا ساعت هشت صبح بیدار کن,alarm_set
یک زنگ برای ساعت شش صبح تنظیم کن,alarm_set
می‌خواهم وقتی فردا به خانه می‌روم زنگ هشداری تنظیم کنم تا یادم باشد در فروشگاه توقف کنم و غذا بگیرم,alarm_set
فردا ساعت ده باید بیدار بشوم,alarm_set
به من بگو کی پنج بعدازظهر است,alarm_set
یک هشدار برای ساعت شش و نیم صبح تنظیم کن,alarm_set
سی دقیقه دیگر بیدارم کن,alarm_set
زنگ هشدار را برای سه و نیم بعدازظهر امروز روشن کن,alarm_set
زنگ هشدار من را برای ساعت دوازده بعدازظهر تنظیم کن,alarm_set
یک هشدار جدید بساز,alarm_set
هشدار جدید برای شش صبح,alarm_set
زنگ هشدار را درست کن,alarm_set
هشدار شش صبح تنظیم کن,alarm_set
من نیاز دارم که مرا ساعت شش صبح بیدار کنی,alarm_set
یک زنگ هشدار در ساعت نه صبح یکشنبه‌ی آینده تنظیم کن,alarm_set
ده صبح هشدار بده,alarm_set
مطمئن شو که باید ساعت شش صبح بیدار شوم,alarm_set
برای امروز ساعت ده صبح زنگ هشدار ایجاد کن,alarm_set
زنگ هشدار یادآوری تکرار شونده را برای رویداد فیسبوک که باید در هیجدهم فروردین شرکت کنم تنظیم کن,alarm_set
یک زنگ هشدار برای دو بعدازظهر تنظیم کن,alarm_set
اوولی زنگ هشدار برای یادآوری تنظیم کن,alarm_set
برای جلسه با علی در ساعت هفت امروز زنگ هشدار بساز,alarm_set
زنگ ساعت فردا را ساعت شش صبح تنظیم کن,alarm_set
ساعت شش صبح زنگ هشدار را تنظیم کن,alarm_set
یک زنگ بیدارباش برای ده صبح تنظیم کن,alarm_set
یک زنگ هشدار برای ساعت سه بعدازظهر بساز,alarm_set
یک زنگ هشدار برای ساعت یک بعدازظهر تنظیم کن,alarm_set
هشدار را شروع کن,alarm_set
من می‌خواهم فردا ساعت شش صبح بیدار شوم لطفا,alarm_set
زنگ هشدار در هشت صبح تنظیم شد,alarm_set
پنج ساعت به من هشدار بده,alarm_set
برای فردا صبح ساعت هشت یک زنگ هشدار تنظیم کن,alarm_set
زنگ هشدار را برای پنج و نیم تنظیم کن,alarm_set
آیا می توانی زنگ هشدار را برای ساعت یک و سی تنظیم کنی,alarm_set
من یک هشدار زنگ بیداری در ساعت هفت صبح فردا می‌خواهم,alarm_set
یک ساعت هشدار روی یک بعدازظهر تنظیم کن,alarm_set
سه ساعت دیگر به من هشدار بده,alarm_set
لطفا یک زنگ هشدار برای ساعت هشت صبح بگذار,alarm_set
زنگ هشدار راس ساعت ده صبح فردا را تنظیم کن,alarm_set
مرا ساعت ده بیدار کن,alarm_set
زنگ هشدار را برای پنج صبح تنظیم کن,alarm_set
لطفا زنگ هشدار ساعت ده شب را تنظیم کن,alarm_set
زنگ هشدار را برای پنج دقیقه دیگر تنظیم کن,alarm_set
لطفا زنگ هشدار من را تنظیم کن,alarm_set
زنگ هشدار را برای شش صبح تنظیم کن,alarm_set
زنگ هشدار چهارم خرداد را در پنج بعدازظهر تنظیم کن,alarm_set
زنگ هشدار ساعت پنج عصر امروز را با برچسب تاکسی تنظیم کن,alarm_set
ساعت را باز کن,alarm_set
زنگ هشدار,alarm_set
لطفا برای دو ساعت دیگر زنگ هشدار را تنظیم کن,alarm_set
یک یادآوری تنظیم کن که باید هر روز ساعت پنج صبح از خواب بیدار شوم,alarm_set
لطفا زنگ هشدار را برای,alarm_set
زنگ هشدار را برای چهار بعدازظهر سه شنبه تنظیم کن,alarm_set
یک پیام در فیسبوک به کسانی که برایم دوستی ارسال نمودند بفرس و بگو که فهرست دوستان من تکمیل است و من یک حساب جدیدی خواهم ساخت,social_post
برو در رسانه‌های اجتماعی و موقعیت های در پیش را پست کن,social_post
وضعیت را در رسانه‌های اجتماعی تغییر بده,social_post
به این وضعیت پوست شده بکش,social_post
پست کن که من دارم به فست فود شیلا شعبه تجریش می‌روم,social_post
این را پوست کن که من به شهروند میروم,social_post
پست کن که من دارم به فروشگاه کفش ملی می‌روم,social_post
آیا می‌توانی آخرین سلفی من را در شبکه اجتماعی‌ام بارگذاری کنی,social_post
آیا می‌توانی آخرین سلفی من را در اینستاگرام بارگذاری کنی,social_post
بیزنیس من در فیسبوک میتوانی پوست کنی,social_post
بیسزنیس من را در تمام سایت های رسانه های اجتماعی من پست کن,social_post
لطفا با عصر بخیر وضعیت من در فیسبوک را بروزرسانی کن,social_post
موقیعت فعلی من را در اینستاگرام پوست کن,social_post
این عکس را توئیتر پست کن,social_post
مهمانی تولد من را در فیسبوک منتشر کن,social_post
در پینترست در مورد دستور پخت مرغ جدید من پوست کن,social_post
در توئیتر توئیت کن که من خوبم,social_post
این پیام را در facebook پست کن,social_post
توی اینستاگرام به پست بذار,social_post
فیسبوک را استفاده کن و پوست کن,social_post
میتونی عکسی که دیروز توی دفتر گوگل گرفتم رو عکس فیسبوکم بذاری,social_post
در پینترست یک مقاله نشر کن,social_post
یک نظردر فیسبوک اعلام کن,social_post
در حساب فیس بوک من پوست کن که من نامزد شدم,social_post
من به رضا صادقی گوش میکنم آن را به فیسبوک ارسال کن,social_post
سلام اوولی آخرین عکس کلیک شده من را در facebook با عنوان کریسمس مبارک ارسال کن,social_post
سلام گوگل استاتوس فعلی مرا در توییتر پست کن و بگو در حال گذراندن سفری عالی در ساری با دوستان و خانواده هستم,social_post
در فیسبوک پست کن,social_post
با twitter به اشتراک بگذار,social_post
لطفا خیلی خسته‌ام را در فیسبوک پست کن,social_post
یک استاتوس ایجاد کن و بنویس که من ترفیع گرفتم,social_post
وضعیت منو به سرد تغییر بده,social_post
با استفاده از آخرین یادداشت‌هایی که در دفترچه یادداشت خود ایجاد کرده‌ام یک وضعیت پست کن,social_post
لطفا میتوانی این به فیسبوک پوست کنی که من تو را دوست دارم,social_post
دمای فعلی را توئیت کن,social_post
لطفا این پیام را در صفحه فیس بوک من پست کن,social_post
یک توئیت بفرست,social_post
ارسال یک پیام به فیسبوک,social_post
یک بروزرسانی وضعیت فیس بوک را منتشر کن,social_post
در twitter پست کن روحانی عجب الاغی است,social_post
به فیس‌بوک و سپس به صفحه‌ی ندا برو و یک تولد ت مبارک ندا با علامت تعجب در صفحه‌اش پست کن,social_post
خواهرم به تازگی بچه‌دار شده است,social_post
امروز تولد شوهر منه,social_post
عکس در facebook بگذار,social_post
پروفایل twitter را به‌روز رسانی کن,social_post
تلفن خانواده را در اینستاگرام قرار بده,social_post
لطفا این عکس را در اینستاگرام من بگذار,social_post
این پیام را به توئیتر بفرست,social_post
لطفا آمریکا تولد مبارک را در فیسبوک منتشر کن,social_post
لطفا به ی اس ای روز تولد خوش در آپارات بنویس,social_post
همرای علی تماس بگیر,social_post
لطفا در مورد پاره شدن پوشک ها توئیت کن,social_post
یک پیام به بانک صادرات بنویس و به آنها بگو که کارت من کار نمی‌کند,social_post
از تو می‌خواهم در انجمن حمایت از مصرف کنندگان ایران در مورد تحویل دیرهنگام سیلندر گاز برای من توییت کنی,social_post
آیا میتوانی به خدمات دیجی کالا یک توییت کنی و بگویی که چرا سفارشات من سروقت نرسید,social_post
آلی آیا میتوانی به خدمات دیجی کالا توئیت کنی که سفارشاتم را در وقت برایم ارسال نمیکنند,social_post
به اپل توئیت کن که آیفون کار نمی‌کند,social_post
لطفا به بازرگانی مقداد بگو که محصول اشتباهی فرستاده,social_post
یک شکایت در مورد تلوزیون به سونی بفرست,social_post
خدمات مشتریان دیجی کالا را توئیت کن,social_post
شکایت به پارس آنلاین را توئیت کن,social_post
در توئیتر شکایت ثبت کن,social_post
به ایرانسل توییت کن و به آنها بگو که سرویسشان دوباره قطع شده,social_post
در رستوران نشاط توئیت کن که آنها سفارش من را خراب کردند و من مجبور شدم یک ساعت بیشتر صبر کنم,social_post
یک توئیت پیتزا پرپروک بفرست که خدمات آنها خیلی بد است و من یک ساعت اضافی منتظر ماندم,social_post
به نشاط پیام بده و بگو سفارش من را خراب کردند و من مجبور شدم یک ساعت بیشتر منتظر بمانم,social_post
به شرکت بوتان توئیت کن و به آنها بگو که سرویس آنها دوباره قطع شده است,social_post
آیا میتوانی در مورد کار نکردن دیجی کالا پوست کنی,social_post
به سامسونگ توییت بزن که بدانند ماشین لباسشویی من آتش گرفته است,social_post
عکس در facebook پست کن,social_post
به فست فود هایدا توئیت بزن و بگو داخل برگر آن‌ها یک مو پیدا کردم,social_post
عکسی که همین الان گرفتم را در توئیتر پست کن,social_post
وضعیت های فیس بوک را مدیریت کن,social_post
به رستوران درباره غذایی که به من سرو کرد شکایت کن,social_post
به مرکز راهنمایی رانندگی شکایت در مورد صف بیش از حد طولانی بفرست,social_post
توئیتر فروشگاه رفاه را باز کن,social_post
به شرکت پارس آنلاین یک شکایت بفرست در رابطه با مشکلات سرعت انترنت,social_post
شکایتی درباره کیفیت غذای رستوران بوعلی ارسال کن,social_post
به در نشاط توئیت کن که مرغ من مریض شده,social_post
در نشاط توئیت کن مرغ من خام بود هشتگ مسمومیت غذایی,social_post
به رستوران خاطره توئیت کن و بگو که خدمه شان خیلی گستاخ بود,social_post
لطفاً به الکتریکی رضایی توئیت کن که من امروز از خدماتشان راضی نیستم,social_post
توئیتی به modcloth بفرست که دوست ندارم قیمت‌های حراج را برای من رعایت نکنند,social_post
توئیتر را باز کن تا شکایت من را تایپ کنی و در خدمات مصرف کنندگان پست کنی,social_post
با خدمات مشتری تماس بگیر,social_post
به خدمات مصرف کنندگان این شرکت یک شکایت بفرست,social_post
یک درخواست به این کمپانی بفرست برای بازپس گیری پول,social_post
خدمات بد توئیت کن,social_post
به فروشنده بی‌ادب توئیت کن,social_post
به خاطر زمان انتظار طولانی و کارمندان غیرحرفه‌ای توئیت کن,social_post
سلام شکایت من را به مایکروسافت در twitter ارسال کن,social_post
سلام شکایت من را به مایکروسافت در twitter ارسال کن,social_post
سلام اوولی شکایت من را به ماکروسافت در twitter ارسال کن,social_post
این پیام را به مایکروسافت در twitter ارسال کن,social_post
من می‌خواهم در فیس بوک پست بگذارم,social_post
در گوشی ام این عکس را پست کن در فیسبوک من,social_post
نظرم رو از گوشی موبایل تو فیس بوک بنویس,social_post
یک نظر ضعیف به صفحه پیک برتر بگذار,social_post
یک توئیت در مورد شکایت من به در مورد موتر من به مشتری,social_post
مایکروسافت,social_post
من میخوام از شرکت بوتان یک شکایت توئیت کنم,social_post
یک شکایت مشتری به وب سایت مترو توئیت کن,social_post
یک شکایت مشتری را به راهیان طب صبا توئیت کن,social_post
مریم یک شکایت مشتری از خدمات را به شرکت سایپا توییت کن,social_post
به دیجی کالا توییت کن که من سفارشم را دریافت نکردم,social_post
در نام شرکت توئیت کن که من سفارشم را سر وقت دریافت نکردم,social_post
یک بررسی منفی به در نام شرکت توئیت کن,social_post
شکایت من در مورد خدمات مشتری مس سرچشمه را توئیت کن,social_post
میخواهم یک شکایت به اپل در مورد مشکلات گوشی توئیت کنم,social_post
به خدمات مصرف کننده توئیت کن که کالاها از کیفیت پایینی برخوردار هستند,social_post
